area_type,"area_type(1,2)",location,location (Cityno.),size(1BHK-5BHK),society,society(361000-461000),total_sqft,bathroom,balcony,price
Super built-up  Area,2,KR Puram,11956,2,Srystme,451833,2740,3,2,97
Super built-up  Area,2,Thanisandra,11957,4,Soitya ,408325,8371,4,2,122
Super built-up  Area,2,Mysore Road,11958,3,PrawnRa,366294,6750,2,1,37
Built-up  Area,1,Kengeri,11959,3,,408228,8619,1,1,16.75
Built-up  Area,2,Electronic City,11960,1,,436377,5728,2,1,40.44
Plot  Area,1,RMV 2nd Stage,11961,1,,428795,2541,4,1,310
Super built-up  Area,2,Kanakapura,11962,1,SPavenc,445983,5124,2,3,38.69
Built-up  Area,2,Raja Rajeshwari Nagar,11963,4,,420242,5866,3,2,59
Super built-up  Area,1,Whitefield,11964,2,,431104,4365,2,1,55
Plot  Area,2,Varanasi,11965,2,,399956,7373,4,1,99
Super built-up  Area,2,Nagarbhavi,11966,3,,424462,7850,2,2,135
Plot  Area,1,Doddaballapur,11967,2,Vahid O,412687,7135,3,0,200
Super built-up  Area,1,Munnekollal,11968,1,Sadhii ,442497,1158,2,1,57.9
Built-up  Area,1,JP Nagar,11969,3,RaosePr,437331,1337,3,2,125
Super built-up  Area,1,Thanisandra,11970,2,Bhe 2ko,364716,9999,1,0,38.46
Super built-up  Area,2,EPIP Zone,11971,2,BrontLa,376999,4246,3,2,177
Super built-up  Area,1,Kenchenahalli,11972,3,AriosPa,390229,851,2,2,57
Super built-up  Area,2,Yelahanka,11973,3,,401067,3524,2,2,37
Super built-up  Area,1,Mahalakshmi Layout,11974,4,RSntsja,370960,9598,2,3,110
Super built-up  Area,1,Hebbal,11975,3,Oztarol,435841,828,2,1,92
Super built-up  Area,1,Marathahalli,11976,2,Vaoodar,408328,1696,3,2,85
Built-up  Area,1,Marathahalli,11977,2,Aantspa,398606,2615,2,2,80
Super built-up  Area,1,Tumkur Road,11978,3,Sahtsva,449148,7156,2,1,70
Super built-up  Area,1,BEML Layout,11979,2,,424066,1190,3,2,85
Super built-up  Area,2,Geddalahalli,11980,3,,386477,2952,2,2,34.5
Built-up  Area,2,Bisuvanahalli,11981,2,Prityel,415096,8111,2,1,41.49
Built-up  Area,2,Kumaraswami Layout,11982,2,,371452,3241,7,0,150
Super built-up  Area,1,Electronic City,11983,5,MAnceun,410616,9522,2,1,42
Built-up  Area,2,Ashwathnagar,11984,4,,367081,9173,2,0,60
Super built-up  Area,1,Sarjapur  Road,11985,4,Ascid P,443011,1710,3,3,63
Built-up  Area,1,Rahmath Nagar,11986,3,Malah A,401839,2890,3,2,98
Plot  Area,2,Bommasandra,11987,1,,402514,5763,6,3,252
Super built-up  Area,2,Murugeshpalya,11988,3,Vauna F,367850,5116,2,0,56
Plot  Area,1,Whitefield,11989,4,Prrry M,372229,1626,5,3,475
Super built-up  Area,2,Kanakpura Road,11990,5,PuandHi,373270,7714,3,2,95
Super built-up  Area,1,Chikkadunnasandra,11991,2,SoasaSa,448827,7434,2,1,32
Built-up  Area,2,Nagappa Reddy Layout,11992,5,Ablmsol,405514,1319,2,2,70
Super built-up  Area,1,Electronic City,11993,3,Itelaa ,370401,7979,2,1,19
Super built-up  Area,2,Whitefield,11994,1,Alsta F,389736,563,3,1,74
Built-up  Area,2,Garudachar Palya,11995,1,BrlisMe,401176,6951,2,3,119
Super built-up  Area,1,Tindlu,11996,4,,449057,7170,2,2,55
Built-up  Area,2,Kumbena Agrahara,11997,1,Shont F,450408,5576,2,2,43.71
Super built-up  Area,1,Ramamurthy Nagar,11998,1,,448109,5730,2,2,37.8
Built-up  Area,1,Kumaraswami Layout,11999,3,,426847,7560,2,1,85
Super built-up  Area,2,Yelahanka,12000,2,Rarthne,449322,4601,2,2,58
Super built-up  Area,1,Hennur Road,12001,3,Orens G,407901,1831,2,1,67
Super built-up  Area,1,Kudlu,12002,1,,435464,2047,2,2,44
Super built-up  Area,1,Hormavu,12003,3,Savar S,456462,3009,2,3,60
Built-up  Area,2,Chikkanahalli,12004,4,,455585,632,2,2,52
Super built-up  Area,2,Singasandra,12005,4,,375725,8524,3,2,56
Super built-up  Area,2,1st Block Koramangala,12006,3,,397537,8592,2,2,45
Super built-up  Area,2,Jayanagar,12007,3,PrianM ,399833,1419,3,2,300
Super built-up  Area,2,Electronic City,12008,1,DSgmax ,370176,4239,2,1,38.08
Super built-up  Area,1,Thanisandra,12009,1,DSity S,414201,5703,3,1,70.67
Super built-up  Area,2,Varthur,12010,5,Hirio L,367803,6563,2,1,31
Plot  Area,2,Banashankari Stage III,12011,5,,434111,4629,1,1,145
Built-up  Area,1,9th Phase JP Nagar,12012,5,,382596,2567,8,,140
Super built-up  Area,2,Akshaya Nagar,12013,4,,421551,8802,4,2,95
Super built-up  Area,1,Gollarapalya Hosahalli,12014,5,Mauner ,436350,1039,3,2,56
Built-up  Area,2,Yelahanka,12015,5,DSeak S,441090,1264,2,2,58
Built-up  Area,1,Kereguddadahalli,12016,3,N iewak,396755,928,2,1,33
Super built-up  Area,1,Canara Bank Colony,12017,2,,399211,3217,3,2,42.25
Built-up  Area,2,Dodda Banaswadi,12018,5,,394294,5748,2,2,60
Super built-up  Area,2,Jalahalli East,12019,5,ShshaSa,395593,7170,2,1,52
Super built-up  Area,2,Banashankari,12020,3,Goeesem,376671,4319,2,3,75
Built-up  Area,2,Ulsoor,12021,2,,424122,7575,4,0,170
Plot  Area,1,Halanayakanahalli,12022,5,Asncy P,443058,8902,3,1,165
Super built-up  Area,1,Bellandur,12023,5,GoncyRe,441243,3291,3,,85
Super built-up  Area,1,Subramanyapura,12024,5,Chllsev,445757,5707,3,,80
Super built-up  Area,2,Harlur,12025,4,Prncyrn,363997,6101,2,1,75
Super built-up  Area,1,Manayata Tech Park,12026,5,,415772,8074,2,2,45
Plot  Area,2,Manjunath Nagar,12027,1,,386709,1077,4,2,194
Super built-up  Area,2,Thanisandra,12028,1,Pronyt ,453360,9866,2,1,68
Super built-up  Area,1,Maithri Layout,12029,1,ItAnuna,415927,1194,2,3,62
Super built-up  Area,2,Kasavanhalli,12030,1,Salisal,426242,8353,3,1,110
Super built-up  Area,1,Ramagondanahalli,12031,5,ViistLa,412898,4039,2,2,55
Plot  Area,2,Park View Layout,12032,4,,385558,1834,4,1,70
Plot  Area,1,Xavier Layout,12033,5,,395097,3554,4,2,400
Super built-up  Area,2,Hennur Road,12034,2,Koagati,407065,5553,2,1,51
Super built-up  Area,1,Dasanapura,12035,2,Tavenew,447694,7349,2,1,58
Super built-up  Area,2,Ferrar Nagar,12036,5,Leton A,401414,3747,3,2,185
Super built-up  Area,2,Sarjapur  Road,12037,4,AsastDe,385684,8335,2,1,62
Super built-up  Area,2,Electronic City,12038,4,Itelaa ,444189,2145,1,1,16
Built-up  Area,1,Surabhi Layout,12039,4,VDdonel,389285,4928,3,3,90
Super built-up  Area,2,Hennur,12040,3,Bront A,385652,8037,2,3,113
Super built-up  Area,2,Yelahanka,12041,4,Masser ,420785,5760,2,1,67.77
Super built-up  Area,2,Whitefield,12042,1,SSthamh,404903,7839,2,1,41
Super built-up  Area,2,Horamavu Banaswadi,12043,1,,427110,7752,2,2,45
Super built-up  Area,2,Hennur Road,12044,2,Puachal,414254,1156,2,1,80
Built-up  Area,1,5th Phase JP Nagar,12045,1,Rewelav,373106,1748,2,2,57
Super built-up  Area,2,Sarjapur  Road,12046,1,VHinoel,433432,3106,2,2,60
Super built-up  Area,1,Battarahalli,12047,4,PaontWa,419143,2203,2,2,102
Super built-up  Area,2,Air View Colony,12048,4,Myitece,442335,7863,2,1,58.5
Super built-up  Area,2,Electronic City Phase II,12049,2,Brods W,455572,4195,2,1,65
Super built-up  Area,2,1st Phase JP Nagar,12050,1,Prhtsok,405243,615,5,3,222
Plot  Area,1,Arishinakunte,12051,1,,426413,1924,6,,140
Super built-up  Area,1,Yelahanka,12052,4,,443517,8326,2,1,77.9
Plot  Area,2,7th Phase JP Nagar,12053,5,,408147,5194,1,1,60
Super built-up  Area,1,Harlur,12054,1,Prncyrn,402103,3889,3,2,117
Super built-up  Area,1,Electronic City Phase II,12055,3,Rie 2ri,372363,6179,2,2,46
Plot  Area,1,Rajaji Nagar,12056,1,,453502,4655,10,2,180
Plot  Area,2,Electronic City,12057,5,,364026,9347,4,1,125
Super built-up  Area,2,Nagavarapalya,12058,4,,409783,7587,2,2,85.5
Plot  Area,2,Hoodi,12059,1,,388100,3029,5,2,395
Plot  Area,1,Ambedkar Nagar,12060,2,Thessrm,404739,9628,4,2,550
Plot  Area,1,Manjunath Nagar,12061,3,,428438,9474,6,2,110
Super built-up  Area,1,Kanakpura Road,12062,3,PrarePa,432170,1390,2,1,53
Super built-up  Area,2,Electronic City Phase II,12063,3,,405628,946,3,1,65
Built-up  Area,2,Ayappa Nagar,12064,3,Saionl ,424598,545,2,1,50
Built-up  Area,1,Uttarahalli,12065,5,,430231,4568,1,2,45
Built-up  Area,1,KR Puram,12066,3,SancyRe,367465,6109,2,2,32.25
Super built-up  Area,2,BEML Layout,12067,4,,439739,4816,3,2,85
Plot  Area,2,Kadugondanahalli,12068,2,,449679,3633,5,1,60
Built-up  Area,1,Thanisandra,12069,4,,380392,2728,6,0,110
Super built-up  Area,1,Kadugodi,12070,1,MSingco,406460,5143,2,2,42
Plot  Area,2,9th Block Jayanagar,12071,2,,460780,8743,4,1,240
Super built-up  Area,1,Hennur Road,12072,1,GSideS ,378075,4525,2,1,43.4
Built-up  Area,2,Hebbal Kempapura,12073,1,Goateds,394433,9023,3,0,165
Super built-up  Area,2,Malleshwaram,12074,1,Sariaat,396915,1871,4,3,300
Super built-up  Area,1,Thanisandra,12075,3,Soitya ,412475,7876,4,2,120
Super built-up  Area,2,4th Phase JP Nagar,12076,5,,364929,5756,4,1,70
Plot  Area,2,Kadugondanahalli,12077,3,,395872,4314,1,0,45
Built-up  Area,1,Kumaraswami Layout,12078,5,,453506,9470,3,2,110
Plot  Area,2,akshaya nagar t c palya,12079,1,,459265,4703,4,0,120
Super built-up  Area,1,Bannerghatta Road,12080,3,SNity S,454091,7766,3,3,122
Super built-up  Area,1,Kothannur,12081,3,,405089,878,2,2,34.2
Super built-up  Area,1,Thanisandra,12082,4,Bhmesy ,441922,6409,1,2,50.4
Built-up  Area,1,Sahakara Nagar,12083,4,Kencyes,377276,521,2,3,80
Super built-up  Area,1,Electronic City,12084,2,Prarkun,378629,9942,3,2,97
Super built-up  Area,2,HSR Layout,12085,4,AaineSi,455395,3235,2,,70
Super built-up  Area,2,Budigere,12086,3,PrityTr,426893,3570,4,2,100
Super built-up  Area,2,Kasavanhalli,12087,1,HMonymp,373008,1533,2,2,80
Super built-up  Area,1,Cunningham Road,12088,3,LeDuvMy,442167,6492,3,2,560
Plot  Area,1,Laxmi Sagar Layout,12089,3,Pudgear,411935,6557,3,2,200
Built-up  Area,1,Shivaji Nagar,12090,3,HMqueu ,378191,6509,3,3,348
Super built-up  Area,2,Thanisandra,12091,4,Bhe 2ko,374070,2527,1,0,32.82
Built-up  Area,1,Electronic City,12092,5,,450077,8854,2,1,33.65
Super built-up  Area,1,Talaghattapura,12093,5,Toreeic,420496,4714,4,1,340
Super built-up  Area,1,Thanisandra,12094,5,MenueNo,437626,1769,2,1,45.5
Built-up  Area,1,Volagerekallahalli,12095,2,PSterAs,414333,6625,2,1,39
Super built-up  Area,2,KR Garden,12096,1,,392787,6161,2,2,65
Super built-up  Area,2,Seegehalli,12097,1,Sriferi,441446,3106,2,2,50
Super built-up  Area,2,Thanisandra,12098,5,Soitya ,414897,6233,3,2,115
Super built-up  Area,1,Whitefield,12099,5,,443277,9192,2,3,55
Super built-up  Area,1,Parappana Agrahara,12100,1,Peide L,448377,8810,2,2,46
Plot  Area,2,NRI Layout,12101,3,,399173,3537,2,1,125
Super built-up  Area,2,Uttarahalli,12102,3,JPismPr,370501,5161,2,3,53
Plot  Area,1,Sarjapur  Road,12103,3,AdlasRe,445910,4182,4,2,610
Super built-up  Area,2,Thanisandra,12104,3,Soitya ,412075,1263,6,2,116
Built-up  Area,1,Thanisandra,12105,2,,376384,5718,4,1,220
Super built-up  Area,2,Hoodi,12106,2,EsaceLe,380849,7121,3,2,140
Built-up  Area,1,Hoskote,12107,1,Corus C,460781,4632,2,3,33.75
Super built-up  Area,1,Balagere,12108,3,Soresea,378115,7807,2,1,67
Super built-up  Area,1,Uttarahalli,12109,2,SLnssPr,388858,7891,2,2,40.58
Plot  Area,2,Kanaka Nagar,12110,5,,388588,2209,4,2,90
Super built-up  Area,2,Parappana Agrahara,12111,2,Peide L,447405,3804,2,2,47
Plot  Area,1,mvj engineering college,12112,4,,425317,9276,3,1,56.53
Super built-up  Area,1,2nd Phase Judicial Layout,12113,1,,436317,7872,3,3,69
Built-up  Area,2,Bommasandra Industrial Area,12114,2,,427356,5544,2,1,32.64
Super built-up  Area,1,Iblur Village,12115,3,Emine P,367186,8562,5,1,335
Built-up  Area,1,Kanakpura Road,12116,5,PuandHi,414393,5927,3,2,90
Built-up  Area,2,Bommasandra Industrial Area,12117,1,,425018,853,2,1,30.75
Super built-up  Area,1,Thubarahalli,12118,1,SaodsGr,431862,9485,3,2,85.52
Super built-up  Area,1,R.T. Nagar,12119,4,,410262,9454,2,2,45
Super built-up  Area,1,Panathur,12120,1,,432081,9035,2,2,69
Super built-up  Area,2,TC Palaya,12121,1,BSersTo,423475,4357,2,1,39.4
Super built-up  Area,1,Rayasandra,12122,5,MJeusyl,428480,5561,2,2,59
Super built-up  Area,2,Whitefield,12123,3,SMuilan,378677,4912,2,2,46.4
Plot  Area,2,Kodigehaali,12124,1,,367631,2604,3,3,185
Super built-up  Area,1,Hennur Road,12125,2,Mileeou,373793,7357,2,1,55
Built-up  Area,2,Bellandur,12126,2,Srure S,457165,5985,2,2,48
Super built-up  Area,2,2nd Block Bel Layout,12127,3,,381330,6975,3,3,92
Plot  Area,2,Kaggalipura,12128,4,AxvamTa,416458,1006,4,1,150
Super built-up  Area,1,Ambalipura,12129,2,Dimes E,388338,8112,2,2,112
Super built-up  Area,1,Kanakpura Road,12130,3,PrarePa,376791,5900,2,1,46.29
Built-up  Area,2,Shree Ananth Nagar Layout,12131,2,ViortCo,383088,8272,2,2,38
Super built-up  Area,1,Cooke Town,12132,1,,424972,8850,3,1,250
Super built-up  Area,1,Hosa Road,12133,1,Pamesy ,381987,5828,3,0,64.05
Built-up  Area,1,Yeshwanthpur,12134,2,,399287,3460,5,2,185
Super built-up  Area,1,Bellandur,12135,3,Krala D,416639,9082,2,2,116
Built-up  Area,2,RR Layout,12136,2,,365780,7684,3,0,145
Super built-up  Area,1,4th Block Koramangala,12137,2,,385490,8700,2,2,97
Super built-up  Area,1,Haralur Road,12138,4,RInceeg,457196,5231,2,2,46
Built-up  Area,2,Haralur Road,12139,2,,393617,3371,3,2,84
Built-up  Area,2,Electronic City Phase II,12140,4,Sryalan,438637,8894,2,1,33.64
Super built-up  Area,2,BTM Layout,12141,1,,420014,2439,2,2,56.81
Super built-up  Area,2,Parappana Agrahara,12142,1,Peide L,447713,7753,2,2,47
Super built-up  Area,2,Old Madras Road,12143,4,Brglede,435136,1512,3,2,110
Super built-up  Area,1,Whitefield,12144,5,ARipsul,417124,3855,2,1,42.52
Super built-up  Area,2,Shikaripalya,12145,4,ALtonea,454106,8043,2,1,39.98
Super built-up  Area,2,Chikkabanavar,12146,2,,376145,1814,2,1,38
Super built-up  Area,1,Kanakpura Road,12147,3,Soazak ,437042,5504,2,1,89.63
Super built-up  Area,1,Panathur,12148,3,Diarknt,407547,9061,2,1,76
Super built-up  Area,2,Electronics City Phase 1,12149,4,,431684,8021,2,2,44
Super built-up  Area,2,Mallasandra,12150,3,ShnyeSy,456742,1659,2,3,72
Super built-up  Area,1,Lingadheeranahalli,12151,2,Soiewre,362665,7682,4,2,153
Super built-up  Area,1,Domlur,12152,2,IBictnd,454948,3083,3,,235
Super built-up  Area,1,Raja Rajashweri Nagar,12153,3,,431293,7009,2,2,45.12
Super built-up  Area,2,Kothanur,12154,1,,411376,8546,3,3,76
Super built-up  Area,1,Balagere,12155,1,Soresea,397360,926,2,1,79
Super built-up  Area,2,Thyagaraja Nagar,12156,4,,446997,4790,2,2,95.25
Super built-up  Area,1,VHBCS Layout,12157,4,,408085,5269,2,2,110
Plot  Area,2,Jinkethimmanahalli,12158,5,,403701,5090,2,1,68
Super built-up  Area,2,basaveshwarnagar,12159,5,,405723,8560,2,1,70
Super built-up  Area,1,Gopalapura,12160,5,Sothadr,388973,8893,3,2,261
Super built-up  Area,1,Sarjapur  Road,12161,1,AsastDe,374452,9636,2,1,69
Super built-up  Area,1,Kanakapura,12162,1,GoityEt,403772,9923,1,0,35.475
Built-up  Area,1,Sarjapur  Road,12163,1,Usquaya,374052,3056,2,2,40
Built-up  Area,2,Yelahanka,12164,5,Prensya,389293,9074,1,1,33
Built-up  Area,1,Malleshwaram,12165,3,,381595,4370,4,0,900
Super built-up  Area,1,Hoodi,12166,3,GoAirej,424611,4849,2,0,66.46
Super built-up  Area,1,Thyagaraja Nagar,12167,2,,449077,5929,2,1,68
Super built-up  Area,2,Sarjapur,12168,2,,424862,7928,2,1,87
Super built-up  Area,1,Raja Rajeshwari Nagar,12169,1,GrrvaGr,369260,8529,2,2,40.54
Super built-up  Area,1,Kanakpura Road,12170,1,Maionus,445986,1521,1,1,37.32
Super built-up  Area,2,Gopalapura,12171,4,Sothadr,401265,3899,3,2,298
Super built-up  Area,2,Kanaka Nagar,12172,4,SoersTo,447745,7706,2,1,40
Super built-up  Area,1,Kudlu,12173,2,GKityel,423170,8383,1,1,33
Super built-up  Area,1,Thanisandra,12174,3,Bhmesy ,456030,6638,3,2,115
Super built-up  Area,2,Sarjapur  Road,12175,4,Ahriaup,403049,7685,2,1,60.8
Super built-up  Area,2,CV Raman Nagar,12176,3,,434241,1638,2,2,78
Built-up  Area,2,Electronic City Phase II,12177,4,Sryalan,439990,3467,2,2,40.44
Built-up  Area,1,Banashankari Stage III,12178,5,,459066,5552,3,1,147
Super built-up  Area,2,Sarjapur  Road,12179,2,Shthi S,446293,8834,2,1,48.5
Super built-up  Area,2,Raja Rajeshwari Nagar,12180,2,,375038,1903,3,2,88
Super built-up  Area,2,Malleshwaram,12181,2,Seardac,439918,6299,3,2,380
Plot  Area,2,HRBR Layout,12182,4,,433411,8975,3,2,240
Super built-up  Area,2,Kothanur,12183,5,Somumys,372702,7728,3,2,105
Super built-up  Area,1,Ramagondanahalli,12184,2,SVovelm,407684,5928,2,2,75
Super built-up  Area,2,Hennur,12185,5,Exitym ,428496,7201,3,0,84.205
Super built-up  Area,1,Marathahalli,12186,5,Spsic C,404041,7797,2,1,50
Built-up  Area,2,7th Phase JP Nagar,12187,3,,383532,801,2,1,51
Built-up  Area,2,Banaswadi,12188,5,Shidei ,423908,7510,2,2,57
Super built-up  Area,1,Thanisandra,12189,5,Juaxyan,441838,566,2,2,46.5
Super built-up  Area,2,Dasanapura,12190,1,Tavenew,398125,2776,1,1,41
Super built-up  Area,2,Kudlu,12191,4,,387136,6235,2,2,44
Super built-up  Area,1,"Banashankari 3rd stage, Vivekanandanagar",12192,2,,368173,4415,3,1,100
Super built-up  Area,1,Thigalarapalya,12193,5,Prtanha,436480,2323,6,2,250
Super built-up  Area,2,Sarjapur  Road,12194,3,Mailsaf,388871,3499,2,2,37
Super built-up  Area,1,5th Phase JP Nagar,12195,5,NDncysi,430337,9220,2,2,73
Plot  Area,2,Thyagaraja Nagar,12196,4,,398953,7449,4,2,125
Plot  Area,2,Annaiah Reddy Layout,12197,5,,445365,1415,1,0,22
Built-up  Area,1,Dasarahalli,12198,2,Prndsde,456036,4352,2,2,42
Plot  Area,1,Nagarbhavi,12199,2,,378828,5739,5,1,260
Super built-up  Area,2,Kalena Agrahara,12200,1,Mykyayi,388396,6907,2,2,95
Super built-up  Area,2,Whitefield,12201,5,Prtates,460776,7721,2,1,76.01
Built-up  Area,1,Balagere,12202,1,Soresea,425772,8413,2,1,68
Super built-up  Area,2,Gopalapura,12203,3,Sothadr,370615,5128,3,2,193
Super built-up  Area,1,Atmananda Colony,12204,4,,393073,6540,2,2,55
Super built-up  Area,2,Kaggadasapura,12205,2,SraruSr,400924,5882,2,2,60
Super built-up  Area,2,Harlur,12206,3,Prncyrn,367413,7074,2,1,79.9
Super built-up  Area,2,Chandapura,12207,2,SunceEs,380327,9581,2,2,31.37
Super built-up  Area,2,BTM 2nd Stage,12208,1,,449274,6655,2,2,47
Super built-up  Area,1,Channasandra Layout,12209,5,Aconyit,379527,8576,2,2,52
Plot  Area,1,4th Block Jayanagar,12210,1,,437621,9192,4,1,700
Super built-up  Area,2,Hebbal Kempapura,12211,2,GonumPl,397523,3568,4,2,384
Plot  Area,2,Sarjapur  Road,12212,4,Krs A C,396570,9050,3,1,120
Super built-up  Area,2,Green Glen Layout,12213,5,SoosePr,396901,5043,3,3,120
Built-up  Area,2,Bannerghatta Road,12214,1,,427377,3213,4,1,180
Super built-up  Area,2,Ramagondanahalli,12215,2,ViistLa,443787,9825,2,2,42.5
Plot  Area,1,Banaswadi,12216,5,,396793,565,6,2,220
Built-up  Area,1,Uttarahalli,12217,2,,425086,5270,2,2,60
Super built-up  Area,1,Whitefield,12218,1,,384409,1867,2,1,69.5
Super built-up  Area,1,Yelahanka,12219,5,Velas V,445948,8962,2,3,77
Super built-up  Area,1,Poorna Pragna Layout,12220,4,,435943,4823,2,2,50.79
Super built-up  Area,1,R.T. Nagar,12221,1,,395593,848,2,2,52
Super built-up  Area,2,Varthur,12222,3,Muistry,448716,3873,3,2,63.2
Super built-up  Area,1,Jakkur,12223,3,BrdgeNo,456604,4453,3,2,104
Super built-up  Area,2,Kodichikkanahalli,12224,1,Peace P,401630,5474,2,3,58
Super built-up  Area,2,Haralur Road,12225,3,Ozensve,391323,1091,2,1,90
Super built-up  Area,2,Gunjur,12226,5,Paestol,382839,3974,2,3,60
Super built-up  Area,1,Varthur,12227,1,,454033,9970,1,1,65
Built-up  Area,1,Mallasandra,12228,5,,366331,1731,2,3,76.3
Super built-up  Area,2,Yelahanka,12229,4,Prdomt ,386262,5030,2,1,33.53
Super built-up  Area,1,Kanakpura Road,12230,4,JRrnauv,438752,6314,3,3,51
Super built-up  Area,2,Iblur Village,12231,5,Emine P,429638,5667,6,2,425
Super built-up  Area,1,Bellandur,12232,5,Trows M,386791,9275,1,1,40
Plot  Area,1,Basaveshwara Nagar,12233,3,,406295,7187,3,1,180
Super built-up  Area,2,Amam Enclave Layout,12234,2,ArBayeb,408414,1467,2,2,60
Super built-up  Area,1,Hennur Road,12235,5,,419170,5148,2,2,56
Super built-up  Area,2,4th T block Jayanagar,12236,1,,363618,3216,3,3,220
Super built-up  Area,1,Yelahanka,12237,5,Apows M,366418,3127,3,1,61
Plot  Area,2,Ilyas Nagar,12238,4,,379992,4015,3,0,95
Carpet  Area,2,Anantapura,12239,2,Grare S,459836,7054,3,2,77
Super built-up  Area,1,Ayappa Nagar,12240,3,Viconth,400245,6670,2,1,48
Super built-up  Area,2,Ashwath Nagar,12241,1,SJcerpe,380543,993,3,2,95
Super built-up  Area,1,Classic Paradise Layout,12242,4,,407456,977,2,2,53
Super built-up  Area,2,Lakshminarayana Pura,12243,3,RothaVa,420204,4139,3,2,150
Super built-up  Area,2,Kalena Agrahara,12244,1,MancyRe,364106,3642,2,2,85
Plot  Area,2,Nagasandra,12245,3,,393497,1091,2,0,91
Built-up  Area,2,Bellandur,12246,3,Srure S,389272,4432,2,1,45
Super built-up  Area,1,Kothanur,12247,3,,422291,8940,2,2,55
Super built-up  Area,2,CV Raman Nagar,12248,4,,362670,2349,2,2,38
Built-up  Area,1,HRBR Layout,12249,3,Vaaveeh,371697,1638,2,3,90
Super built-up  Area,1,Hennur Road,12250,1,SaireSa,389480,6298,3,1,110
Super built-up  Area,2,Hennur Road,12251,1,Soncy R,409276,4970,3,3,78
Super built-up  Area,1,Bisuvanahalli,12252,1,Prityel,454713,964,2,1,33
Built-up  Area,2,Gowdanapalya,12253,5,,395653,1585,5,0,75
Built-up  Area,2,Kumaraswami Layout,12254,2,,441739,4181,4,3,123
Super built-up  Area,2,Uttarahalli,12255,2,Aklia R,397684,6158,3,2,57
Plot  Area,1,Jayanti Nagar,12256,2,,454939,2608,5,2,140
Built-up  Area,1,Doddakammanahalli,12257,1,,414637,3825,2,3,55
Super built-up  Area,1,Tasker Town,12258,4,,446596,3475,1,1,55
Built-up  Area,1,Devanahalli,12259,2,Brrds O,458933,4230,2,1,58
Super built-up  Area,2,Electronic City,12260,4,Briumri,398129,9998,2,2,68
Plot  Area,2,Banashankari,12261,3,,428764,8222,4,3,470
Super built-up  Area,2,Hoodi,12262,2,GoAirej,442468,6038,2,1,87.48
Plot  Area,1,Vidyaranyapura,12263,2,,362167,1271,4,2,120
Super built-up  Area,2,Sarjapur  Road,12264,1,PualeSk,383794,510,2,1,70
Super built-up  Area,1,Banashankari Stage V,12265,2,,429807,1629,2,1,41.5
Super built-up  Area,2,Bhoganhalli,12266,4,Rosha I,365967,6485,2,1,79.89
Super built-up  Area,1,Horamavu Agara,12267,3,,391702,1285,2,2,38.1
Super built-up  Area,1,Singasandra,12268,1,,365316,2324,3,2,85
